,Unnamed: 0,name,type,kind,development_stage,vitality,attack,harmful,universe
2960,2960,Iron Core of Koa'ki Meiru,Spell Card,normal,,,,False,yugioh
7719,7719,Iron Golem,Unaligned,construct,0.25,0.5553254437869822,0.65,True,dd5
6258,6258,Ironhammer the Giant,Effect Monster,rock,0.6666666666666666,0.7,0.18,True,yugioh
342,342,Island Turtle,Normal Monster,aqua,0.3333333333333333,0.4,0.22,True,yugioh
1862,1862,"Isolde, Belle of the Underworld",Effect Monster,zombie,0.3333333333333333,0.2,0.2,True,yugioh
7266,7266,Isran,None,redguard,0.998768472906404,0.0724287783679381,0.0694238647258781,True,skyrim
7245,7245,Istar Cairn-Breaker,None,nord,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
7150,7150,Ivarstead Guard,None,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
1198,1198,Ivy Shackles,Trap Card,continuous,,,,False,yugioh
2437,2437,Ivy Token,Token,plant,,,,False,yugioh
546,546,Izanagi,Effect Monster,fairy,0.5,0.44,0.44,True,yugioh
3561,3561,Izanami,Spirit Monster,fairy,0.3333333333333333,0.36,0.22,True,yugioh
7381,7381,J'Kier,CombatWarrior1H,khajiit,0.001231527093596,0.0004828585224529,0.0694238647258781,True,skyrim
7481,7481,J'darr,None,khajiit,0.001231527093596,0.0169000482858522,0.0562843197071385,False,skyrim
7059,7059,J'datharr,CombatAssassin,khajiit,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7089,7089,J'zargo,CombatSorcerer,khajiit,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7720,7720,Jackal,Unaligned,beast,0.0625,0.2422189349112426,0.5733333333333333,True,dd5
3628,3628,Jade Knight,Effect Monster,machine,0.3333333333333333,0.36,0.2,True,yugioh
6886,6886,Jala,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
1785,1785,Jam Breeding Machine,Spell Card,continuous,,,,False,yugioh
1770,1770,Jam Defender,Trap Card,continuous,,,,False,yugioh
2738,2738,Jar Robber,Spell Card,quick-play,,,,False,yugioh
6893,6893,Jaree-Ra,None,argonian,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
2203,2203,Javelin Beetle,Ritual Monster,insect,0.6666666666666666,0.51,0.49,True,yugioh
3361,3361,Javelin Beetle Pact,Spell Card,ritual,,,,False,yugioh
6883,6883,Jawanan,None,redguard,0.0049261083743842,0.0347658136166103,0.086895319445655,False,skyrim
4122,4122,Jawsman,Effect Monster,beast-warrior,0.5,0.52,0.52,True,yugioh
7391,7391,Jayri,None,redguard,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
1214,1214,Jellyfish,Normal Monster,aqua,0.3333333333333333,0.3,0.24,True,yugioh
6963,6963,Jenassa,None,dark elf,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
1948,1948,Jerry Beans Man,Normal Monster,plant,0.25,0.35,0.35,True,yugioh
7005,7005,Jervar,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
7287,7287,Jesper,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
688,688,Jester Confit,Effect Monster,spellcaster,0.0833333333333333,0.0,0.0,False,yugioh
5855,5855,Jester Lord,Effect Monster,spellcaster,0.0833333333333333,0.0,0.0,False,yugioh
785,785,Jet Synchron,Tuner Monster,machine,0.0833333333333333,0.1,0.1,True,yugioh
26,26,Jet Warrior,Synchro Monster,warrior,0.4166666666666667,0.42,0.42,True,yugioh
3573,3573,Jetroid,Effect Monster,machine,0.3333333333333333,0.36,0.24,True,yugioh
5833,5833,Jewels of the Valiant,Spell Card,continuous,,,,False,yugioh
2136,2136,"Jiaotu, Darkness of the Yang Zing",Tuner Monster,wyrm,0.1666666666666666,0.4,0.0,False,yugioh
3328,3328,Jigabyte,Effect Monster,reptile,0.3333333333333333,0.3,0.3,True,yugioh
6239,6239,Jinzo,Effect Monster,machine,0.5,0.48,0.48,True,yugioh
4228,4228,Jinzo - Jector,Effect Monster,machine,0.3333333333333333,0.4,0.16,True,yugioh
2898,2898,Jinzo - Lord,Effect Monster,machine,0.6666666666666666,0.52,0.52,True,yugioh
766,766,Jinzo - Returner,Effect Monster,machine,0.25,0.28,0.12,True,yugioh
2666,2666,Jinzo 7,Effect Monster,machine,0.1666666666666666,0.1,0.1,True,yugioh
7482,7482,Jiub,CombatScout,dark elf,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
5162,5162,"Jizukiru, the Star Destroying Kaiju",Effect Monster,machine,0.8333333333333334,0.66,0.66,True,yugioh
4508,4508,Job-Change Mirror,Normal Monster,fiend,0.25,0.26,0.16,True,yugioh
6562,6562,Jod,CombatWarrior1H,nord,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7142,7142,Jofthor,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
6894,6894,Jolf,None,nord,0.0073891625615763,0.0521487204249155,0.0775734332781312,False,skyrim
675,675,Jolt Counter,Trap Card,counter,,,,False,yugioh
6979,6979,Jon Battle-Born,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
6708,6708,Jonna,VendorBlacksmith,redguard,0.0049261083743842,0.0371801062288749,0.0806310468055434,False,skyrim
7070,7070,Jora,None,nord,0.0049261083743842,0.036214389183969,0.0790115924344112,False,skyrim
6897,6897,Jordis the Sword-Maiden,CombatWarrior1H,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
6706,6706,Jorgen,None,nord,0.0123152709359605,0.0603573153066151,0.0785147738167872,False,skyrim
6703,6703,Joric,None,nord,0.0049261083743842,0.0313858039594398,0.0383509108341323,False,skyrim
7063,7063,Jorleif,None,nord,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
5181,5181,Jormungardr the Nordic Serpent,Effect Monster,dragon,0.6666666666666666,0.6,0.6,True,yugioh
6851,6851,Jorn,None,nord,0.0049261083743842,0.0352486721390632,0.0855565240128998,False,skyrim
7182,7182,Jouane Manette,CombatMageElemental,elder,0.0049261083743842,0.036214389183969,0.0876056829076963,False,skyrim
3418,3418,Jowgen the Spiritualist,Effect Monster,spellcaster,0.25,0.26,0.04,True,yugioh
440,440,Jowls of Dark Demise,Flip Effect Monster,fiend,0.1666666666666666,0.04,0.04,True,yugioh
2443,2443,Judge Man,Normal Monster,warrior,0.5,0.44,0.44,True,yugioh
4702,4702,Judgment Dragon,Effect Monster,dragon,0.6666666666666666,0.6,0.6,True,yugioh
4501,4501,Judgment of Anubis,Trap Card,counter,,,,False,yugioh
410,410,Judgment of the Desert,Trap Card,continuous,,,,False,yugioh
4555,4555,Judgment of the Pharaoh,Trap Card,normal,,,,False,yugioh
7115,7115,Julienne Lylvieve,CombatWarrior1H,breton,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
3500,3500,Jumbo Drill,Effect Monster,machine,0.3333333333333333,0.36,0.36,True,yugioh
2066,2066,Junk Anchor,Tuner Monster,warrior,0.1666666666666666,0.0,0.0,False,yugioh
3498,3498,Junk Archer,Synchro Monster,warrior,0.5833333333333334,0.46,0.46,True,yugioh
4861,4861,Junk Berserker,Synchro Monster,warrior,0.5833333333333334,0.54,0.54,True,yugioh
4224,4224,Junk Blader,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
3056,3056,Junk Box,Spell Card,normal,,,,False,yugioh
3552,3552,Junk Breaker,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
86,86,Junk Changer,Tuner Monster,warrior,0.25,0.3,0.3,True,yugioh
4740,4740,Junk Collector,Effect Monster,warrior,0.4166666666666667,0.44,0.2,True,yugioh
5472,5472,Junk Defender,Effect Monster,warrior,0.25,0.36,0.1,True,yugioh
6019,6019,Junk Destroyer,Synchro Monster,warrior,0.6666666666666666,0.52,0.52,True,yugioh
4592,4592,Junk Forward,Effect Monster,warrior,0.25,0.3,0.18,True,yugioh
3077,3077,Junk Gardna,Synchro Monster,warrior,0.5,0.52,0.28,True,yugioh
2799,2799,Junk Giant,Effect Monster,machine,0.5,0.48,0.4,True,yugioh
5458,5458,Junk Puppet,Spell Card,normal,,,,False,yugioh
5165,5165,Junk Synchron,Tuner Monster,warrior,0.25,0.26,0.26,True,yugioh
4939,4939,Junk Warrior,Synchro Monster,warrior,0.4166666666666667,0.46,0.46,True,yugioh
3121,3121,Junkuriboh,Effect Monster,machine,0.0833333333333333,0.06,0.06,True,yugioh
4843,4843,Juragedo,Effect Monster,fiend,0.3333333333333333,0.34,0.34,True,yugioh
830,830,Jurassic World,Spell Card,field,,,,False,yugioh
7423,7423,Jurgen Windcaller,CombatWarrior1H,nord,0.0369458128078817,0.1873491067117334,0.1159243441122635,True,skyrim
695,695,Jurrac Brachis,Tuner Monster,dinosaur,0.25,0.2,0.2,True,yugioh
1488,1488,Jurrac Dino,Tuner Monster,dinosaur,0.25,0.34,0.34,True,yugioh
3537,3537,Jurrac Gallim,Tuner Monster,dinosaur,0.1666666666666666,0.24,0.24,True,yugioh
900,900,Jurrac Guaiba,Effect Monster,dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
1319,1319,Jurrac Herra,Effect Monster,dinosaur,0.5,0.46,0.46,True,yugioh
5712,5712,Jurrac Iguanon,Effect Monster,dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
459,459,Jurrac Impact,Trap Card,normal,,,,False,yugioh
1458,1458,Jurrac Meteor,Synchro Monster,dinosaur,0.8333333333333334,0.56,0.56,True,yugioh
2970,2970,Jurrac Monoloph,Tuner Monster,dinosaur,0.25,0.3,0.3,True,yugioh
1970,1970,Jurrac Protops,Effect Monster,dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
3736,3736,Jurrac Ptera,Effect Monster,dinosaur,0.25,0.3,0.16,True,yugioh
3650,3650,Jurrac Spinos,Effect Monster,dinosaur,0.5833333333333334,0.52,0.52,True,yugioh
3961,3961,Jurrac Stauriko,Effect Monster,dinosaur,0.1666666666666666,0.1,0.1,True,yugioh
3962,3962,Jurrac Token,Token,dinosaur,,,,False,yugioh
5067,5067,Jurrac Tyrannus,Effect Monster,dinosaur,0.5833333333333334,0.5,0.5,True,yugioh
4826,4826,Jurrac Velo,Effect Monster,dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
5311,5311,Jurrac Velphito,Synchro Monster,dinosaur,0.4166666666666667,0.0,0.0,False,yugioh
1982,1982,Just Desserts,Trap Card,normal,,,,False,yugioh
5038,5038,Justi-Break,Trap Card,normal,,,,False,yugioh
2196,2196,Justice Bringer,Effect Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
2190,2190,Justice of Prophecy,Effect Monster,spellcaster,0.25,0.32,0.32,True,yugioh
4905,4905,Jutte Fighter,Tuner Monster,warrior,0.1666666666666666,0.18,0.14,True,yugioh
4298,4298,KA-2 Des Scissors,Effect Monster,machine,0.3333333333333333,0.2,0.2,True,yugioh
4230,4230,Kabazauls,Normal Monster,dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
615,615,Kabuki Dragon,Effect Monster,dragon,0.5,0.46,0.46,True,yugioh
5548,5548,Kachi Kochi Dragon,XYZ Monster,dragon,0.3333333333333333,0.42,0.42,True,yugioh
3242,3242,Kagemusha Tanuki Token,Token,beast,,,,False,yugioh
1266,1266,Kagemusha of the Blue Flame,Normal Monster,warrior,0.1666666666666666,0.16,0.16,True,yugioh
121,121,Kagemusha of the Six Samurai,Tuner Monster,warrior,0.1666666666666666,0.36,0.08,True,yugioh
6280,6280,Kageningen,Normal Monster,warrior,0.1666666666666666,0.16,0.16,True,yugioh
2128,2128,"Kahkki, Guerilla of Dark World",Effect Monster,fiend,0.1666666666666666,0.1,0.06,True,yugioh
7104,7104,Kai Wet-Pommel,None,nord,0.0997536945812807,0.024142926122646,0.0694238647258781,True,skyrim
2809,2809,Kaibaman,Effect Monster,warrior,0.25,0.14,0.04,True,yugioh
6634,6634,Kaie,None,breton,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
6161,6161,Kairyu-Shin,Normal Monster,sea serpent,0.4166666666666667,0.36,0.36,True,yugioh
2843,2843,Kaiser Colosseum,Spell Card,continuous,,,,False,yugioh
6433,6433,Kaiser Dragon,Fusion Monster,dragon,0.5833333333333334,0.46,0.46,True,yugioh
4304,4304,Kaiser Glider,Effect Monster,dragon,0.5,0.48,0.48,True,yugioh
1445,1445,Kaiser Sea Horse,Effect Monster,sea serpent,0.3333333333333333,0.34,0.34,True,yugioh
540,540,Kaiser Sea Snake,Effect Monster,sea serpent,0.6666666666666666,0.5,0.5,True,yugioh
5536,5536,Kamakiriman,Normal Monster,insect,0.3333333333333333,0.28,0.23,True,yugioh
780,780,Kaminari Attack,Fusion Monster,thunder,0.4166666666666667,0.38,0.38,True,yugioh
3402,3402,Kamionwizard,Fusion Monster,spellcaster,0.3333333333333333,0.26,0.26,True,yugioh
5811,5811,"Kamui, Hope of Gusto",Flip Effect Monster,psychic,0.1666666666666666,0.2,0.04,True,yugioh
1054,1054,Kanan the Swordmistress,Normal Monster,warrior,0.3333333333333333,0.28,0.28,True,yugioh
3937,3937,Kappa Avenger,Normal Monster,aqua,0.25,0.24,0.24,True,yugioh
246,246,Karakuri Cash Shed,Trap Card,counter,,,,False,yugioh
1372,1372,Karakuri Gold Dust,Spell Card,quick-play,,,,False,yugioh
1866,1866,Karakuri Showdown Castle,Spell Card,field,,,,False,yugioh
3734,3734,Karakuri Spider,Effect Monster,machine,0.1666666666666666,0.1,0.08,True,yugioh
2690,2690,Karakuri Trick House,Trap Card,normal,,,,False,yugioh
1917,1917,Karate Man,Effect Monster,warrior,0.25,0.2,0.2,True,yugioh
4446,4446,Karbonala Warrior,Fusion Monster,warrior,0.3333333333333333,0.3,0.3,True,yugioh
6569,6569,Karita,None,nord,0.0073891625615763,0.0429744084983099,0.0961352741218513,False,skyrim
7483,7483,Karita,CombatWarrior1H,nord,0.0086206896551724,0.0579430226943505,0.0790115924344112,False,skyrim
6546,6546,Karl,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
5750,5750,Karma Cut,Trap Card,normal,,,,False,yugioh
4278,4278,Kasha,Effect Monster,zombie,0.6666666666666666,0.2,0.0,False,yugioh
6888,6888,Katla,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7484,7484,Katria,None,nord,0.9975369458128078,0.0724287783679381,0.0694238647258781,True,skyrim
6854,6854,Kayd,None,redguard,0.001231527093596,0.024142926122646,0.0239693192713326,False,skyrim
4199,4199,"Kayenn, the Master Magma Blacksmith",Effect Monster,rock,0.25,0.24,0.24,True,yugioh
5045,5045,Kazejin,Effect Monster,spellcaster,0.5833333333333334,0.48,0.48,True,yugioh
7321,7321,Keeper Carcette,Vigilant1hMeleeClass,breton,0.998768472906404,0.036214389183969,0.0921511374531508,True,skyrim
5363,5363,Keeper of the Shrine,Effect Monster,dragon,0.3333333333333333,0.42,0.0,False,yugioh
6744,6744,Keerava,None,argonian,0.0123152709359605,0.0603573153066151,0.111078183561405,False,skyrim
4471,4471,Kelbek,Effect Monster,fairy,0.3333333333333333,0.36,0.3,True,yugioh
6618,6618,Kerah,None,redguard,0.0073891625615763,0.024142926122646,0.0694238647258781,False,skyrim
7485,7485,Kesh the Clean,CombatSpellsword,khajiit,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
161,161,Key Mace,Normal Monster,fairy,0.0833333333333333,0.08,0.08,True,yugioh
1684,1684,Key Mace 2,Normal Monster,fiend,0.3333333333333333,0.24,0.21,True,yugioh
1904,1904,Key Man the Key Warrior,Effect Monster,warrior,0.1666666666666666,0.2,0.2,True,yugioh
13,13,Key Mouse,Tuner Monster,beast,0.0833333333333333,0.02,0.02,True,yugioh
6908,6908,Kharag gro-Shurkul,None,orc,0.9975369458128078,0.024142926122646,0.0694238647258781,False,skyrim
7438,7438,Kharjo,CombatWarrior1H,khajiit,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7433,7433,Khayla,TrainerSneakJourneyman,khajiit,0.0123152709359605,0.024142926122646,0.0694238647258781,False,skyrim
6637,6637,Kibell,CombatWarrior1H,nord,0.0073891625615763,0.0521487204249155,0.0775734332781312,False,skyrim
947,947,Kickfire,Trap Card,continuous,,,,False,yugioh
884,884,Kid Guard,Trap Card,normal,,,,False,yugioh
2885,2885,Kidmodo Dragon,Effect Monster,dragon,0.25,0.04,0.02,True,yugioh
6376,6376,Killer Needle,Normal Monster,insect,0.3333333333333333,0.24,0.24,True,yugioh
7721,7721,Killer Whale,Unaligned,beast,0.5625,0.3065680473372781,,True,dd5
1124,1124,King Dragun,Fusion Monster,dragon,0.5833333333333334,0.48,0.48,True,yugioh
1675,1675,King Pyron,Gemini Monster,pyro,0.4166666666666667,0.3,0.3,True,yugioh
4907,4907,King Scarlet,Trap Card,continuous,,,,False,yugioh
5583,5583,King of Yamimakai,Normal Monster,fiend,0.4166666666666667,0.4,0.4,True,yugioh
5442,5442,King of the Beasts,Effect Monster,beast,0.5833333333333334,0.5,0.5,True,yugioh
938,938,King of the Feral Imps,XYZ Monster,reptile,0.3333333333333333,0.46,0.46,True,yugioh
2911,2911,King of the Skull Servants,Effect Monster,zombie,0.0833333333333333,0.0,0.0,False,yugioh
2028,2028,King's Consonance,Trap Card,normal,,,,False,yugioh
5231,5231,King's Knight,Effect Monster,warrior,0.3333333333333333,0.32,0.32,True,yugioh
2243,2243,King's Synchro,Trap Card,normal,,,,False,yugioh
3715,3715,Kinka-byo,Spirit Monster,beast,0.0833333333333333,0.08,0.08,True,yugioh
367,367,Kiseitai,Effect Monster,fiend,0.1666666666666666,0.16,0.06,True,yugioh
4915,4915,Kishido Spirit,Spell Card,continuous,,,,False,yugioh
7052,7052,Kjar,None,nord,0.0049261083743842,0.0386286817962337,0.0766146605072779,False,skyrim
7276,7276,Kjeld,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,True,skyrim
7277,7277,Kjeld the Younger,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
6651,6651,Kleppr,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
7280,7280,Klija Wolf-Claw,None,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
7143,7143,Klimmek,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
7722,7722,Knight,Any Alignment,humanoid (any race),0.0625,0.3984615384615384,0.61,True,dd5
1296,1296,Knight Day Grepher,Gemini Monster,warrior,0.3333333333333333,0.34,0.34,True,yugioh
3780,3780,Knight of the Red Lotus,Effect Monster,warrior,0.5,0.42,0.42,True,yugioh
6347,6347,Knight's Title,Spell Card,normal,,,,False,yugioh
7486,7486,Knight-Paladin Gelebor,None,snow elf,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
6802,6802,Knjakr,None,elder,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
6889,6889,Knud,None,nord,0.001231527093596,0.024142926122646,0.0239693192713326,False,skyrim
3169,3169,Koa'ki Meiru Beetle,Effect Monster,insect,0.3333333333333333,0.38,0.38,True,yugioh
527,527,Koa'ki Meiru Boulder,Effect Monster,rock,0.3333333333333333,0.24,0.24,True,yugioh
2621,2621,Koa'ki Meiru Crusader,Effect Monster,beast-warrior,0.3333333333333333,0.38,0.38,True,yugioh
1023,1023,Koa'ki Meiru Drago,Effect Monster,dragon,0.3333333333333333,0.38,0.38,True,yugioh
487,487,Koa'ki Meiru Ghoulungulate,Effect Monster,zombie,0.4166666666666667,0.5,0.5,True,yugioh
3364,3364,Koa'ki Meiru Gravirose,Effect Monster,plant,0.3333333333333333,0.38,0.38,True,yugioh
3683,3683,Koa'ki Meiru Guardian,Effect Monster,rock,0.3333333333333333,0.38,0.38,True,yugioh
2570,2570,Koa'ki Meiru Hydro Barrier,Effect Monster,aqua,0.25,0.38,0.2,True,yugioh
4442,4442,Koa'ki Meiru Ice,Effect Monster,aqua,0.3333333333333333,0.38,0.38,True,yugioh
5245,5245,Koa'ki Meiru Maximus,Effect Monster,dragon,0.6666666666666666,0.6,0.6,True,yugioh
1170,1170,Koa'ki Meiru Overload,Effect Monster,rock,0.3333333333333333,0.38,0.38,True,yugioh
1615,1615,Koa'ki Meiru Powerhand,Effect Monster,machine,0.3333333333333333,0.42,0.42,True,yugioh
16,16,Koa'ki Meiru Prototype,Effect Monster,rock,0.3333333333333333,0.36,0.36,True,yugioh
827,827,Koa'ki Meiru Rooklord,Effect Monster,warrior,0.5833333333333334,0.56,0.56,True,yugioh
4053,4053,Koa'ki Meiru Sandman,Effect Monster,rock,0.3333333333333333,0.38,0.38,True,yugioh
5986,5986,Koa'ki Meiru Sea Panther,Effect Monster,sea serpent,0.3333333333333333,0.38,0.38,True,yugioh
1005,1005,Koa'ki Meiru Shield,Trap Card,normal,,,,False,yugioh
5524,5524,Koa'ki Meiru Speeder,Effect Monster,machine,0.25,0.44,0.24,True,yugioh
17,17,Koa'ki Meiru Token,Token,rock,,,,False,yugioh
2513,2513,Koa'ki Meiru Urnight,Effect Monster,beast-warrior,0.3333333333333333,0.4,0.4,True,yugioh
5793,5793,Koa'ki Meiru Valafar,Effect Monster,fiend,0.6666666666666666,0.6,0.6,True,yugioh
5367,5367,Koa'ki Meiru Wall,Effect Monster,rock,0.3333333333333333,0.38,0.38,True,yugioh
3768,3768,Koa'ki Ring,Spell Card,normal,,,,False,yugioh
594,594,Koalo-Koala,Fusion Monster,beast,0.5,0.56,0.56,True,yugioh
7723,7723,Kobold,Lawful Evil,humanoid (kobold),0.0625,0.243698224852071,0.49,True,dd5
6986,6986,Kodlak Whitemane,CombatWarrior1H,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
7316,7316,Kodrir,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
5584,5584,Koitsu,Union Effect Monster,fairy,0.8333333333333334,0.04,0.04,True,yugioh
98,98,Kojikocy,Normal Monster,warrior,0.3333333333333333,0.3,0.3,True,yugioh
7363,7363,Kolbjorn Guard,EncClassBanditMelee,nord,0.0061576354679802,0.0,,True,skyrim
7105,7105,Korir,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7487,7487,Kornalus,CombatMageElemental,high elf,0.0086206896551724,0.0845002414292612,0.1847119323629391,True,skyrim
2644,2644,Korogashi,Normal Monster,insect,0.1666666666666666,0.11,0.11,True,yugioh
1598,1598,Kotodama,Effect Monster,fairy,0.25,0.32,0.0,False,yugioh
7246,7246,Kottir Red-Shoal,None,nord,0.9975369458128078,0.024142926122646,0.0694238647258781,True,skyrim
5439,5439,Koumori Dragon,Normal Monster,dragon,0.3333333333333333,0.3,0.3,True,yugioh
1800,1800,Kozaky's Self-Destruct Button,Trap Card,normal,,,,False,yugioh
2394,2394,Kozmo DOG Fighter,Effect Monster,machine,0.5,0.48,0.4,True,yugioh
4554,4554,Kozmo Dark Destroyer,Effect Monster,machine,0.6666666666666666,0.6,0.6,True,yugioh
5173,5173,Kozmo Dark Eclipser,Effect Monster,machine,0.75,0.6,0.6,True,yugioh
3049,3049,Kozmo Delta Shuttle,Effect Monster,machine,0.4166666666666667,0.4,0.4,True,yugioh
2521,2521,Kozmo Farmgirl,Effect Monster,psychic,0.25,0.3,0.3,True,yugioh
1711,1711,Kozmo Forerunner,Effect Monster,machine,0.5833333333333334,0.56,0.56,True,yugioh
5387,5387,Kozmo Goodwitch,Effect Monster,psychic,0.3333333333333333,0.36,0.36,True,yugioh
4840,4840,Kozmo Landwalker,Effect Monster,machine,0.5,0.48,0.48,True,yugioh
6426,6426,Kozmo Sliprider,Effect Monster,machine,0.4166666666666667,0.46,0.46,True,yugioh
104,104,Kozmo Soartroopers,Effect Monster,psychic,0.25,0.2,0.2,True,yugioh
4635,4635,Kozmo Strawman,Effect Monster,psychic,0.1666666666666666,0.36,0.1,True,yugioh
5189,5189,Kozmo Tincan,Effect Monster,psychic,0.0833333333333333,0.0,0.0,False,yugioh
1021,1021,Kozmoll Dark Lady,Effect Monster,psychic,0.4166666666666667,0.44,0.44,True,yugioh
5403,5403,Kozmotown,Spell Card,field,,,,False,yugioh
1019,1019,Kozmourning,Trap Card,continuous,,,,False,yugioh
7724,7724,Kraken,Chaotic Evil,monstrosity (titan),1.0,0.709112426035503,0.5266666666666666,True,dd5
7109,7109,Kraldar,None,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
4846,4846,Krebons,Tuner Monster,psychic,0.1666666666666666,0.24,0.24,True,yugioh
7488,7488,Krev the Skinner,None,radiant,0.0073891625615763,0.0748430709802028,0.0682689793428048,True,skyrim
6150,6150,Krokodilus,Normal Monster,reptile,0.3333333333333333,0.24,0.22,True,yugioh
1719,1719,Krystal Avatar,Trap Card,continuous,,,,False,yugioh
6216,6216,Krystal Dragon,Effect Monster,dragon,0.5,0.5,0.5,True,yugioh
2013,2013,Kujakujaku,Effect Monster,winged beast,0.25,0.24,0.24,True,yugioh
2409,2409,"Kumongous, the Sticky String Kaiju",Effect Monster,insect,0.5833333333333334,0.5,0.48,True,yugioh
4582,4582,Kumootoko,Normal Monster,insect,0.25,0.28,0.14,True,yugioh
3027,3027,Kunai with Chain,Trap Card,normal,,,,False,yugioh
4599,4599,Kunoichi,Effect Monster,warrior,0.3333333333333333,0.36,0.36,True,yugioh
4695,4695,Kuraz the Light Monarch,Effect Monster,warrior,0.5,0.48,0.48,True,yugioh
1348,1348,Kuribandit,Effect Monster,fiend,0.25,0.2,0.2,True,yugioh
3309,3309,Kuriboh,Effect Monster,fiend,0.0833333333333333,0.06,0.06,True,yugioh
3315,3315,Kuriboh Token,Token,fiend,,,,False,yugioh
3879,3879,Kuribon,Effect Monster,fairy,0.0833333333333333,0.06,0.06,True,yugioh
2846,2846,Kuriphoton,Effect Monster,fiend,0.0833333333333333,0.06,0.06,True,yugioh
3320,3320,Kurivolt,Effect Monster,thunder,0.0833333333333333,0.06,0.06,True,yugioh
6598,6598,Kust,CombatMonk,nord,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
7295,7295,Kuvar,TrainerHeavyArmorMaster,nord,0.998768472906404,0.0676001931434089,0.0909962520700775,True,skyrim
4571,4571,Kyoutou Waterfront,Spell Card,field,,,,False,yugioh
7489,7489,Kyr,None,nord,0.001231527093596,0.0004828585224529,0.0658720474156715,False,skyrim
767,767,LaLa Li-Oon,Normal Monster,thunder,0.1666666666666666,0.12,0.12,True,yugioh
6099,6099,LaMoon,Normal Monster,spellcaster,0.4166666666666667,0.34,0.24,True,yugioh
5058,5058,Labradorite Dragon,Normal Tuner Monster,dragon,0.5,0.48,0.0,False,yugioh
5409,5409,Labyrinth Wall,Normal Monster,rock,0.4166666666666667,0.6,0.0,False,yugioh
5345,5345,Labyrinth of Nightmare,Trap Card,continuous,,,,False,yugioh
3120,3120,Lady Panther,Effect Monster,beast-warrior,0.3333333333333333,0.28,0.28,True,yugioh
5425,5425,Lady of D.,Effect Monster,spellcaster,0.3333333333333333,0.3,0.3,True,yugioh
1434,1434,Lady of Faith,Normal Monster,spellcaster,0.25,0.22,0.22,True,yugioh
880,880,Lady of the Lake,Tuner Monster,aqua,0.0833333333333333,0.36,0.04,True,yugioh
6782,6782,Laila Law-Giver,None,nord,0.0123152709359605,0.0603573153066151,0.111078183561405,False,skyrim
4938,4938,Lamb Token,Token,beast,,,,False,yugioh
6707,6707,Lami,TrainerAlchemyJourneyman,nord,0.0036945812807881,0.0197971994205697,0.079143205787501,False,skyrim
7725,7725,Lamia,Chaotic Evil,monstrosity,0.25,0.3317455621301775,0.51,True,dd5
