,name,type,kind,development_stage,vitality,attack,harmful,universe
4719,Dododo Buster,Effect Monster,Warrior,0.5,0.38,0.38,True,yugioh
4720,Alien Psychic,Effect Monster,Reptile,0.08333333333333333,0.04,0.04,True,yugioh
4721,Pikeru's Second Sight,Trap Card,Normal,,,,False,yugioh
4722,Shaddoll Zefranaga,Pendulum Effect Monster,Spellcaster,0.16666666666666666,0.18,0.18,True,yugioh
4723,Machina Force,Effect Monster,Machine,0.8333333333333334,0.92,0.92,True,yugioh
4724,Slacker Magician,XYZ Monster,Spellcaster,0.08333333333333333,0.42,0.04,True,yugioh
4725,Cyber Dragon Nova,XYZ Monster,Machine,0.4166666666666667,0.42,0.42,True,yugioh
4726,Oxygeddon,Effect Monster,Dinosaur,0.3333333333333333,0.36,0.36,True,yugioh
4727,Mooyan Curry,Spell Card,Normal,,,,False,yugioh
4728,Flame Ogre,Effect Monster,Fiend,0.5833333333333334,0.48,0.48,True,yugioh
4729,Starlight Road,Trap Card,Normal,,,,False,yugioh
4730,Blackwing - Damascus the Polar Night,Effect Monster,Winged Beast,0.25,0.26,0.26,True,yugioh
4731,Toy Magician,Effect Monster,Spellcaster,0.3333333333333333,0.32,0.32,True,yugioh
4732,Gravekeeper's Shaman,Effect Monster,Spellcaster,0.5,0.3,0.3,True,yugioh
4733,Masked HERO Goka,Fusion Monster,Warrior,0.5,0.44,0.44,True,yugioh
4734,Red Dragon Ninja,Effect Monster,Winged Beast,0.5,0.48,0.48,True,yugioh
4735,Wall of Disruption,Trap Card,Normal,,,,False,yugioh
4736,Giant Kozaky,Effect Monster,Fiend,0.3333333333333333,0.5,0.5,True,yugioh
4737,Petit Moth,Normal Monster,Insect,0.08333333333333333,0.06,0.06,True,yugioh
4738,Cybernetic Fusion Support,Spell Card,Quick-Play,,,,False,yugioh
4739,Dark Lucius LV8,Effect Monster,Fiend,0.6666666666666666,0.56,0.56,True,yugioh
4740,Junk Collector,Effect Monster,Warrior,0.4166666666666667,0.44,0.2,True,yugioh
4741,TGX300,Spell Card,Continuous,,,,False,yugioh
4742,Blade Rabbit,Effect Monster,Beast,0.16666666666666666,0.08,0.08,True,yugioh
4743,Survival of the Fittest,Trap Card,Normal,,,,False,yugioh
4744,Tyrant Burst Dragon,Fusion Monster,Dragon,0.6666666666666666,0.58,0.58,True,yugioh
4745,Ground Attacker Bugroth,Normal Monster,Machine,0.3333333333333333,0.3,0.3,True,yugioh
4746,Anarchist Monk Ranshin,Effect Monster,Spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
4747,Evil HERO Dark Gaia,Fusion Monster,Fiend,0.6666666666666666,0.0,0.0,False,yugioh
4748,Doomstar Magician,Effect Monster,Spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
4749,Cipher Mirror Knight,Effect Monster,Warrior,0.3333333333333333,0.0,0.0,False,yugioh
4750,Mispolymerization,Trap Card,Normal,,,,False,yugioh
4751,Survival Instinct,Trap Card,Normal,,,,False,yugioh
4752,Harmonic Waves,Spell Card,Normal,,,,False,yugioh
4753,Infernoid Decatron,Tuner Monster,Fiend,0.08333333333333333,0.1,0.1,True,yugioh
4754,Psychic Snail,Effect Monster,Psychic,0.3333333333333333,0.38,0.38,True,yugioh
4755,Mermail Abysspike,Effect Monster,Fish,0.3333333333333333,0.32,0.32,True,yugioh
4756,Wind-Up Snail,Effect Monster,Aqua,0.16666666666666666,0.4,0.02,True,yugioh
4757,Queen's Pawn,Trap Card,Normal,,,,False,yugioh
4758,Masked HERO Dark Law,Fusion Monster,Warrior,0.5,0.48,0.48,True,yugioh
4759,Steelswarm Girastag,Effect Monster,Fiend,0.5833333333333334,0.52,0.52,True,yugioh
4760,Brotherhood of the Fire Fist - Cardinal,XYZ Monster,Beast-Warrior,0.3333333333333333,0.44,0.36,True,yugioh
4761,Flame Ghost,Fusion Monster,Zombie,0.25,0.2,0.2,True,yugioh
4762,Bubble Bringer,Trap Card,Continuous,,,,False,yugioh
4763,Oppressed People,Normal Monster,Aqua,0.08333333333333333,0.4,0.08,True,yugioh
4764,Spear Cretin,Flip Effect Monster,Fiend,0.16666666666666666,0.1,0.1,True,yugioh
4765,Evil HERO Malicious Edge,Effect Monster,Fiend,0.5833333333333334,0.52,0.52,True,yugioh
4766,Aromage Rosemary,Effect Monster,Plant,0.3333333333333333,0.36,0.36,True,yugioh
4767,Reasoning,Spell Card,Normal,,,,False,yugioh
4768,Digital Bug Corebage,XYZ Monster,Insect,0.4166666666666667,0.44,0.44,True,yugioh
4769,"Gaia Drake, the Universal Force",Fusion Monster,Beast-Warrior,0.8333333333333334,0.7,0.7,True,yugioh
4770,The Legendary Exodia Incarnate,Effect Monster,Spellcaster,0.8333333333333334,0.0,0.0,False,yugioh
4771,Fiend's Hand Mirror,Trap Card,Normal,,,,False,yugioh
4772,Doomdog Octhros,Effect Monster,Fiend,0.25,0.16,0.16,True,yugioh
4773,Shadow of Eyes,Trap Card,Normal,,,,False,yugioh
4774,Xyz Effect,Trap Card,Normal,,,,False,yugioh
4775,Ring of Defense,Spell Card,Quick-Play,,,,False,yugioh
4776,Bicorn Re'em,Effect Monster,Beast,0.3333333333333333,0.32,0.16,True,yugioh
4777,Re-Cover,Tuner Monster,Psychic,0.08333333333333333,0.14,0.14,True,yugioh
4778,Bio-Mage,Normal Monster,Fairy,0.25,0.23,0.23,True,yugioh
4779,Infernal Flame Vixen,XYZ Monster,Pyro,0.3333333333333333,0.44,0.44,True,yugioh
4780,Super Quantal Fairy Alphan,Effect Monster,Fairy,0.08333333333333333,0.0,0.0,False,yugioh
4781,Worm Falco,Flip Effect Monster,Reptile,0.16666666666666666,0.16,0.1,True,yugioh
4782,Nightmare's Steelcage,Spell Card,Normal,,,,False,yugioh
4783,Lucius the Shadow Vassal,Effect Monster,Fiend,0.08333333333333333,0.2,0.16,True,yugioh
4784,Monoceros,Effect Monster,Beast,0.25,0.2,0.2,True,yugioh
4785,Empress Mantis,Normal Monster,Insect,0.5,0.44,0.44,True,yugioh
4786,Blackwing - Shura the Blue Flame,Effect Monster,Winged Beast,0.3333333333333333,0.36,0.36,True,yugioh
4787,Giant Red Seasnake,Normal Monster,Aqua,0.3333333333333333,0.36,0.36,True,yugioh
4788,Medium Piece Golem,Effect Monster,Rock,0.3333333333333333,0.32,0.32,True,yugioh
4789,Cursed Seal of the Forbidden Spell,Trap Card,Counter,,,,False,yugioh
4790,VW-Tiger Catapult,Fusion Monster,Machine,0.5,0.42,0.4,True,yugioh
4791,Ooguchi,Effect Monster,Aqua,0.08333333333333333,0.06,0.06,True,yugioh
4792,Fish Depth Charge,Trap Card,Normal,,,,False,yugioh
4793,Goyo Defender,Synchro Monster,Warrior,0.25,0.2,0.2,True,yugioh
4794,Upstart Golden Ninja,Effect Monster,Warrior,0.3333333333333333,0.36,0.1,True,yugioh
4795,Anti-Spell Fragrance,Trap Card,Continuous,,,,False,yugioh
4796,Wattcastle,Spell Card,Field,,,,False,yugioh
4797,Elemental HERO Burstinatrix,Normal Monster,Warrior,0.25,0.24,0.24,True,yugioh
4798,Elemental HERO Burstinatrix,Normal Monster,Warrior,0.25,0.24,0.24,True,yugioh
4799,Vampire Duke,Effect Monster,Zombie,0.4166666666666667,0.4,0.4,True,yugioh
4800,Rank-Up-Magic Skip Force,Spell Card,Normal,,,,False,yugioh
4801,"Zefraniu, Secret of the Yang Zing",Pendulum Effect Monster,Wyrm,0.5,0.52,0.0,False,yugioh
4802,Automatic Laser,Trap Card,Normal,,,,False,yugioh
4803,"Wulf, Lightsworn Beast",Effect Monster,Beast-Warrior,0.3333333333333333,0.42,0.42,True,yugioh
4804,"Garoth, Lightsworn Warrior",Effect Monster,Warrior,0.3333333333333333,0.37,0.37,True,yugioh
4805,Cybernetic Magician,Effect Monster,Spellcaster,0.5,0.48,0.48,True,yugioh
4806,Mavelus,Fusion Monster,Winged Beast,0.3333333333333333,0.26,0.26,True,yugioh
4807,Hedge Guard,Effect Monster,Plant,0.25,0.42,0.0,False,yugioh
4808,Augmented Heraldry,Spell Card,Field,,,,False,yugioh
4809,Turu-Purun,Normal Monster,Aqua,0.16666666666666666,0.1,0.09,True,yugioh
4810,Noble Knight Medraut,Effect Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
4811,Abyss Actors Back Stage,Trap Card,Normal,,,,False,yugioh
4812,Utopian Aura,Trap Card,Normal,,,,False,yugioh
4813,Enlightenment Paladin,Synchro Monster,Spellcaster,0.6666666666666666,0.5,0.5,True,yugioh
4814,Golden Gearbox,Spell Card,Quick-Play,,,,False,yugioh
4815,Mermail Abysstrite,XYZ Monster,Sea Serpent,0.25,0.56,0.32,True,yugioh
4816,Yami,Spell Card,Field,,,,False,yugioh
4817,Destruction Cyclone,Effect Monster,Reptile,0.5833333333333334,0.4,0.4,True,yugioh
4818,Shifting Shadows,Spell Card,Continuous,,,,False,yugioh
4819,Bujingi Hare,Effect Monster,Beast,0.3333333333333333,0.34,0.34,True,yugioh
4820,Goyo Emperor,Fusion Monster,Warrior,0.8333333333333334,0.66,0.66,True,yugioh
4821,Brainwashing Beam,Trap Card,Continuous,,,,False,yugioh
4822,Cyber Dragon Drei,Effect Monster,Machine,0.3333333333333333,0.36,0.36,True,yugioh
4823,Nightmare Horse,Effect Monster,Zombie,0.16666666666666666,0.1,0.1,True,yugioh
4824,Wind-Up Magician,Effect Monster,Spellcaster,0.3333333333333333,0.36,0.12,True,yugioh
4825,Mistake,Trap Card,Continuous,,,,False,yugioh
4826,Jurrac Velo,Effect Monster,Dinosaur,0.3333333333333333,0.34,0.34,True,yugioh
4827,Magic Drain,Trap Card,Counter,,,,False,yugioh
4828,Burning Beast,Union Effect Monster,Pyro,0.3333333333333333,0.3,0.3,True,yugioh
4829,Deskbot 002,Effect Monster,Machine,0.16666666666666666,0.1,0.1,True,yugioh
4830,The Resolute Meklord Army,Spell Card,Continuous,,,,False,yugioh
4831,Big-Tusked Mammoth,Effect Monster,Beast,0.4166666666666667,0.4,0.4,True,yugioh
4832,Toon Alligator,Normal Monster,Reptile,0.3333333333333333,0.32,0.16,True,yugioh
4833,Core Blaster,Spell Card,Equip,,,,False,yugioh
4834,Circle of the Fire Kings,Spell Card,Quick-Play,,,,False,yugioh
4835,Fusion Tag,Spell Card,Normal,,,,False,yugioh
4836,Ghost Ogre & Snow Rabbit,Tuner Monster,Psychic,0.25,0.36,0.0,False,yugioh
4837,Eidos the Underworld Squire,Effect Monster,Spellcaster,0.16666666666666666,0.2,0.16,True,yugioh
4838,Armed Dragon LV10,Effect Monster,Dragon,0.8333333333333334,0.6,0.6,True,yugioh
4839,Ally Salvo,Effect Monster,Machine,0.16666666666666666,0.08,0.08,True,yugioh
4840,Kozmo Landwalker,Effect Monster,Machine,0.5,0.48,0.48,True,yugioh
4841,Archlord Kristya,Effect Monster,Fairy,0.6666666666666666,0.56,0.56,True,yugioh
4842,Dance Princess of the Ice Barrier,Effect Monster,Spellcaster,0.3333333333333333,0.34,0.34,True,yugioh
4843,Juragedo,Effect Monster,Fiend,0.3333333333333333,0.34,0.34,True,yugioh
4844,Shift,Trap Card,Normal,,,,False,yugioh
4845,Tenshin,Effect Monster,Fairy,0.16666666666666666,0.16,0.16,True,yugioh
4846,Krebons,Tuner Monster,Psychic,0.16666666666666666,0.24,0.24,True,yugioh
4847,Resonant Destruction,Spell Card,Continuous,,,,False,yugioh
4848,Trap Stun,Trap Card,Normal,,,,False,yugioh
4849,Speedroid Den-Den Daiko Duke,Tuner Monster,Machine,0.25,0.2,0.2,True,yugioh
4850,Masked HERO Anki,Fusion Monster,Warrior,0.6666666666666666,0.56,0.56,True,yugioh
4851,Overlay Owl,Effect Monster,Winged Beast,0.3333333333333333,0.32,0.16,True,yugioh
4852,Tachyon Chaos Hole,Trap Card,Normal,,,,False,yugioh
4853,Intercept,Trap Card,Counter,,,,False,yugioh
4854,Scrap Rage,Trap Card,Normal,,,,False,yugioh
4855,Umbral Horror Ghost,Effect Monster,Fiend,0.16666666666666666,0.04,0.04,True,yugioh
4856,Mind Over Matter,Trap Card,Counter,,,,False,yugioh
4857,Windstorm of Etaqua,Trap Card,Normal,,,,False,yugioh
4858,Card of Demise,Spell Card,Normal,,,,False,yugioh
4859,Dragunity Phalanx,Tuner Monster,Dragon,0.16666666666666666,0.22,0.1,True,yugioh
4860,Performapal Odd-Eyes Light Phoenix,Pendulum Effect Monster,Winged Beast,0.4166666666666667,0.4,0.4,True,yugioh
4861,Junk Berserker,Synchro Monster,Warrior,0.5833333333333334,0.54,0.54,True,yugioh
4862,Dark Zebra,Effect Monster,Beast,0.3333333333333333,0.36,0.36,True,yugioh
4863,Igknight Champion,Effect Monster,Warrior,0.6666666666666666,0.56,0.56,True,yugioh
4864,Elemental HERO Bladedge,Effect Monster,Warrior,0.5833333333333334,0.52,0.52,True,yugioh
4865,Gonogo,Effect Monster,Rock,0.25,0.32,0.27,True,yugioh
4866,Ancient Gear Workshop,Spell Card,Normal,,,,False,yugioh
4867,Earth Chant,Spell Card,Ritual,,,,False,yugioh
4868,Blue-Eyes Spirit Dragon,Synchro Monster,Dragon,0.75,0.6,0.5,True,yugioh
4869,Bonfire Colossus,Effect Monster,Beast-Warrior,0.6666666666666666,0.52,0.52,True,yugioh
4870,Delta Crow - Anti Reverse,Trap Card,Normal,,,,False,yugioh
4871,Dice Try!,Trap Card,Counter,,,,False,yugioh
4872,Cyber Archfiend,Effect Monster,Fiend,0.3333333333333333,0.4,0.2,True,yugioh
4873,Gogogo Goram,Effect Monster,Rock,0.3333333333333333,0.46,0.46,True,yugioh
4874,Majiosheldon,Effect Monster,Warrior,0.25,0.4,0.16,True,yugioh
4875,Cash Back,Trap Card,Counter,,,,False,yugioh
4876,Ghost Gardna,Effect Monster,Warrior,0.3333333333333333,0.38,0.0,False,yugioh
4877,Archfiend Zombie-Skull,Synchro Monster,Zombie,0.5,0.5,0.5,True,yugioh
4878,Super Quantum Red Layer,Effect Monster,Warrior,0.4166666666666667,0.4,0.4,True,yugioh
4879,Dancing Elf,Normal Monster,Fairy,0.08333333333333333,0.06,0.06,True,yugioh
4880,Dragunity Divine Lance,Spell Card,Equip,,,,False,yugioh
4881,Memory of an Adversary,Trap Card,Normal,,,,False,yugioh
4882,Dust Tornado,Trap Card,Normal,,,,False,yugioh
4883,Maji-Gire Panda,Effect Monster,Beast,0.3333333333333333,0.2,0.2,True,yugioh
4884,"Blizzed, Defender of the Ice Barrier",Effect Monster,Aqua,0.08333333333333333,0.1,0.06,True,yugioh
4885,Mira the Star-Bearer,XYZ Monster,Warrior,0.08333333333333333,0.22,0.22,True,yugioh
4886,Turbo Booster,Effect Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
4887,Abyss-sphere,Trap Card,Continuous,,,,False,yugioh
4888,Galaxy Expedition,Spell Card,Normal,,,,False,yugioh
4889,Nephe Shaddoll Fusion,Spell Card,Equip,,,,False,yugioh
4890,"Snoww, Unlight of Dark World",Effect Monster,Fiend,0.3333333333333333,0.34,0.34,True,yugioh
4891,Granmarg the Rock Monarch,Effect Monster,Rock,0.5,0.48,0.48,True,yugioh
4892,Ritual of Grace,Spell Card,Ritual,,,,False,yugioh
4893,Soitsu,Normal Monster,Fairy,0.25,0.0,0.0,False,yugioh
4894,Legendary Flame Lord,Ritual Effect Monster,Spellcaster,0.5833333333333334,0.48,0.48,True,yugioh
4895,No Entry!!,Trap Card,Normal,,,,False,yugioh
4896,Reanimation Wave,Trap Card,Normal,,,,False,yugioh
4897,Heraldic Beast Aberconway,Effect Monster,Dragon,0.3333333333333333,0.36,0.36,True,yugioh
4898,Shinato's Ark,Spell Card,Ritual,,,,False,yugioh
4899,Final Ritual of the Ancients,Spell Card,Ritual,,,,False,yugioh
4900,Senri Eye,Spell Card,Continuous,,,,False,yugioh
4901,Murmur of the Forest,Spell Card,Normal,,,,False,yugioh
4902,Union Attack,Spell Card,Normal,,,,False,yugioh
4903,Sinister Seeds,Trap Card,Normal,,,,False,yugioh
4904,Sinister Seed Token,Token,Plant,,,,False,yugioh
4905,Jutte Fighter,Tuner Monster,Warrior,0.16666666666666666,0.18,0.14,True,yugioh
4906,Darkness Neosphere,Effect Monster,Fiend,0.8333333333333334,0.8,0.8,True,yugioh
4907,King Scarlet,Trap Card,Continuous,,,,False,yugioh
4908,Fabled Gallabas,Effect Monster,Fiend,0.3333333333333333,0.3,0.3,True,yugioh
4909,Pendulum Impenetrable,Spell Card,Quick-Play,,,,False,yugioh
4910,Madolche Ticket,Spell Card,Continuous,,,,False,yugioh
4911,Metalfoes Steelen,Pendulum Normal Monster,Psychic,0.16666666666666666,0.42,0.0,False,yugioh
4912,Mystic Swordsman LV6,Effect Monster,Warrior,0.5,0.46,0.46,True,yugioh
4913,Elemental HERO Plasma Vice,Fusion Monster,Warrior,0.6666666666666666,0.52,0.52,True,yugioh
4914,Raidraptor - Napalm Dragonius,Effect Monster,Winged Beast,0.3333333333333333,0.2,0.2,True,yugioh
4915,Kishido Spirit,Spell Card,Continuous,,,,False,yugioh
4916,Battle of the Elements,Trap Card,Normal,,,,False,yugioh
4917,Battle Instinct,Trap Card,Normal,,,,False,yugioh
4918,Batteryman 9-Volt,Effect Monster,Thunder,0.3333333333333333,0.2,0.2,True,yugioh
4919,Infernoid Pirmais,Effect Monster,Fiend,0.08333333333333333,0.0,0.0,False,yugioh
4920,Overpowering Eye,Spell Card,Normal,,,,False,yugioh
4921,"Renge, Gatekeeper of Dark World",Normal Monster,Fiend,0.3333333333333333,0.42,0.02,True,yugioh
4922,Monster Rebone,Trap Card,Continuous,,,,False,yugioh
4923,Sanguine Swamp,Trap Card,Continuous,,,,False,yugioh
4924,Reptilianne Hydra,Synchro Monster,Reptile,0.5,0.42,0.42,True,yugioh
4925,Heroic Champion - Excalibur,XYZ Monster,Warrior,0.3333333333333333,0.4,0.4,True,yugioh
4926,Nefarious Archfiend Eater of Nefariousness,Effect Monster,Beast,0.3333333333333333,0.3,0.3,True,yugioh
4927,Naturia Cherries,Tuner Monster,Plant,0.08333333333333333,0.04,0.04,True,yugioh
4928,Divine Dragon Lord Felgrand,Effect Monster,Dragon,0.6666666666666666,0.56,0.56,True,yugioh
4929,Cold Wave,Spell Card,Normal,,,,False,yugioh
4930,Skelengel,Flip Effect Monster,Fairy,0.16666666666666666,0.18,0.18,True,yugioh
4931,Tentacle Plant,Normal Monster,Plant,0.16666666666666666,0.12,0.1,True,yugioh
4932,Flamvell Counter,Trap Card,Counter,,,,False,yugioh
4933,Venom Shot,Spell Card,Normal,,,,False,yugioh
4934,Damage Eater,Effect Monster,Fiend,0.16666666666666666,0.16,0.02,True,yugioh
4935,Fiend Griefing,Trap Card,Normal,,,,False,yugioh
4936,Stray Lambs,Spell Card,Normal,,,,False,yugioh
4937,Lamb Token,Token,Beast,,,,False,yugioh
4938,Lamb Token,Token,Beast,,,,False,yugioh
4939,Junk Warrior,Synchro Monster,Warrior,0.4166666666666667,0.46,0.46,True,yugioh
4940,UFO Turtle,Effect Monster,Machine,0.3333333333333333,0.28,0.28,True,yugioh
4941,Flame Cerebrus,Normal Monster,Pyro,0.5,0.42,0.42,True,yugioh
4942,Earthshaker,Trap Card,Normal,,,,False,yugioh
4943,Rare Value,Spell Card,Normal,,,,False,yugioh
4944,Train Connection,Spell Card,Equip,,,,False,yugioh
4945,D.D. Borderline,Spell Card,Continuous,,,,False,yugioh
4946,Broken Blocker,Trap Card,Normal,,,,False,yugioh
4947,Raidraptor - Sharp Lanius,Effect Monster,Winged Beast,0.3333333333333333,0.34,0.34,True,yugioh
4948,Arcana Force XIV - Temperance,Effect Monster,Fairy,0.5,0.48,0.48,True,yugioh
4949,Ancient Gear Box,Effect Monster,Machine,0.3333333333333333,0.4,0.1,True,yugioh
4950,Absolute King Back Jack,Effect Monster,Fiend,0.08333333333333333,0.0,0.0,False,yugioh
4951,Blackfeather Darkrage Dragon,Synchro Monster,Dragon,0.6666666666666666,0.56,0.56,True,yugioh
4952,ZW - Leo Arms,XYZ Monster,Beast,0.4166666666666667,0.6,0.6,True,yugioh
4953,Machina Soldier,Effect Monster,Machine,0.3333333333333333,0.32,0.32,True,yugioh
4954,Zenmailfunction,Spell Card,Normal,,,,False,yugioh
4955,Red Duston,Effect Monster,Fiend,0.08333333333333333,0.2,0.0,False,yugioh
4956,Synchronized Realm,Spell Card,Continuous,,,,False,yugioh
4957,Chaos End,Spell Card,Normal,,,,False,yugioh
4958,Naturia Rosewhip,Tuner Monster,Plant,0.25,0.34,0.08,True,yugioh
4959,Tornado,Spell Card,Quick-Play,,,,False,yugioh
4960,Big Bang Shot,Spell Card,Equip,,,,False,yugioh
4961,Heroic Challenger - Night Watchman,Effect Monster,Warrior,0.3333333333333333,0.24,0.24,True,yugioh
4962,BOXer,Effect Monster,Warrior,0.3333333333333333,0.36,0.36,True,yugioh
4963,Wild Nature's Release,Spell Card,Normal,,,,False,yugioh
4964,Edge Imp Chain,Effect Monster,Fiend,0.3333333333333333,0.36,0.24,True,yugioh
4965,Arcana Force IV - The Emperor,Effect Monster,Fairy,0.3333333333333333,0.28,0.28,True,yugioh
4966,Battery Charger,Spell Card,Normal,,,,False,yugioh
4967,Toon Buster Blader,Toon Monster,Warrior,0.5833333333333334,0.52,0.52,True,yugioh
4968,Phantom Ghost,Normal Monster,Zombie,0.16666666666666666,0.16,0.12,True,yugioh
4969,Elemental HERO Thunder Giant,Fusion Monster,Warrior,0.5,0.48,0.48,True,yugioh
4970,Pyrotech Mech - Shiryu,Effect Monster,Pyro,0.6666666666666666,0.58,0.58,True,yugioh
4971,Tripod Fish,Effect Monster,Fish,0.25,0.26,0.06,True,yugioh
4972,Sea Lord's Amulet,Spell Card,Continuous,,,,False,yugioh
4973,Paleozoic Anomalocaris,XYZ Monster,Aqua,0.16666666666666666,0.48,0.48,True,yugioh
4974,Advanced Heraldry Art,Spell Card,Normal,,,,False,yugioh
4975,Ghostrick Jackfrost,Effect Monster,Fiend,0.08333333333333333,0.16,0.16,True,yugioh
4976,Starliege Paladynamo,XYZ Monster,Warrior,0.3333333333333333,0.4,0.4,True,yugioh
4977,Skull Archfiend of Lightning,Effect Monster,Fiend,0.5,0.5,0.5,True,yugioh
4978,Watthopper,Effect Monster,Thunder,0.08333333333333333,0.0,0.0,False,yugioh
4979,Sword of Dragon's Soul,Spell Card,Equip,,,,False,yugioh
4980,Elemental Burst,Trap Card,Normal,,,,False,yugioh
4981,Paleozoic Hallucigenia,Trap Card,Normal,,,,False,yugioh
4982,Sacred Phoenix of Nephthys,Effect Monster,Winged Beast,0.6666666666666666,0.48,0.48,True,yugioh
4983,Return of the Monarchs,Spell Card,Continuous,,,,False,yugioh
4984,Grandsoil the Elemental Lord,Effect Monster,Beast-Warrior,0.6666666666666666,0.56,0.56,True,yugioh
4985,"Chiwen, Light of the Yang Zing",Tuner Monster,Wyrm,0.08333333333333333,0.0,0.0,False,yugioh
4986,The Creator,Effect Monster,Thunder,0.6666666666666666,0.6,0.46,True,yugioh
4987,Banisher of the Light,Effect Monster,Fairy,0.25,0.4,0.02,True,yugioh
4988,Truckroid,Effect Monster,Machine,0.3333333333333333,0.4,0.2,True,yugioh
4989,Dark Scorpion - Chick the Yellow,Effect Monster,Warrior,0.25,0.2,0.2,True,yugioh
4990,Spellbook of Eternity,Spell Card,Normal,,,,False,yugioh
4991,U.A. Turnover Tactics,Spell Card,Quick-Play,,,,False,yugioh
4992,Bubble Crash,Trap Card,Normal,,,,False,yugioh
4993,Dark World Grimoire,Spell Card,Continuous,,,,False,yugioh
4994,Sinister Sprocket,Tuner Monster,Fiend,0.08333333333333333,0.08,0.08,True,yugioh
4995,Igknight Crusader,Pendulum Normal Monster,Warrior,0.25,0.32,0.32,True,yugioh
4996,Summoning Curse,Spell Card,Continuous,,,,False,yugioh
4997,Remote Revenge,Trap Card,Normal,,,,False,yugioh
4998,Battlin' Boxer Rabbit Puncher,Effect Monster,Warrior,0.25,0.2,0.16,True,yugioh
4999,Lionhearted Locomotive,Effect Monster,Machine,0.3333333333333333,0.48,0.48,True,yugioh
5000,Graverobber,Trap Card,Normal,,,,False,yugioh
5001,Elder of the Six Samurai,Effect Monster,Warrior,0.25,0.08,0.08,True,yugioh
5002,Imperial Order,Trap Card,Continuous,,,,False,yugioh
5003,Divine Grace - Northwemko,Ritual Effect Monster,Spellcaster,0.5833333333333334,0.54,0.54,True,yugioh
5004,Vanadis of the Nordic Ascendant,Tuner Monster,Fairy,0.3333333333333333,0.24,0.24,True,yugioh
5005,Malicevorous Fork,Effect Monster,Fiend,0.16666666666666666,0.08,0.08,True,yugioh
5006,Blizzard Dragon,Effect Monster,Dragon,0.3333333333333333,0.36,0.36,True,yugioh
5007,Flelf,Effect Monster,Spellcaster,0.16666666666666666,0.26,0.16,True,yugioh
5008,Greenkappa,Flip Effect Monster,Warrior,0.25,0.18,0.13,True,yugioh
5009,Portable Battery Pack,Trap Card,Continuous,,,,False,yugioh
5010,Magic Reflector,Spell Card,Normal,,,,False,yugioh
5011,Level Modulation,Spell Card,Normal,,,,False,yugioh
5012,Legendary Sword,Spell Card,Equip,,,,False,yugioh
5013,Earthquake Giant,Effect Monster,Rock,0.4166666666666667,0.42,0.32,True,yugioh
5014,Yosenju's Divine Mountain Winds,Spell Card,Normal,,,,False,yugioh
5015,Black Dragon Collapserpent,Effect Monster,Dragon,0.3333333333333333,0.36,0.36,True,yugioh
5016,Phantom Knights' Sword,Trap Card,Continuous,,,,False,yugioh
5017,Gottoms' Second Call,Spell Card,Normal,,,,False,yugioh
5018,Glorious Illusion,Trap Card,Continuous,,,,False,yugioh
5019,Void Purification,Trap Card,Continuous,,,,False,yugioh
5020,Bubble Shuffle,Spell Card,Quick-Play,,,,False,yugioh
5021,Steelswarm Longhorn,Effect Monster,Fiend,0.75,0.6,0.6,True,yugioh
5022,Ghost Reaper & Winter Cherries,Tuner Monster,Zombie,0.25,0.36,0.0,False,yugioh
5023,Superheavy Samurai Gigagloves,Effect Monster,Machine,0.25,0.2,0.02,True,yugioh
5024,Fishborg Archer,Tuner Monster,Fish,0.25,0.06,0.06,True,yugioh
5025,Shiranui Smith,Effect Monster,Zombie,0.3333333333333333,0.2,0.2,True,yugioh
5026,Sage of Stillness,Effect Monster,Spellcaster,0.3333333333333333,0.28,0.28,True,yugioh
5027,Dimension Wanderer,Effect Monster,Spellcaster,0.08333333333333333,0.0,0.0,False,yugioh
5028,Elemental HERO Knospe,Effect Monster,Plant,0.25,0.2,0.12,True,yugioh
5029,Divine Dragon Ragnarok,Normal Monster,Dragon,0.3333333333333333,0.3,0.3,True,yugioh
5030,Synchron Carrier,Effect Monster,Machine,0.16666666666666666,0.2,0.0,False,yugioh
5031,Synchron Token,Token,Machine,,,,False,yugioh
5032,Frequency Magician,Tuner Monster,Spellcaster,0.16666666666666666,0.16,0.16,True,yugioh
5033,The Wicked Dreadroot,Effect Monster,Fiend,0.8333333333333334,0.8,0.8,True,yugioh
5034,Vampire Kingdom,Spell Card,Field,,,,False,yugioh
5035,Lunar Queen Elzaim,Normal Monster,Fairy,0.25,0.22,0.15,True,yugioh
5036,Hot Red Dragon Archfiend King Calamity,Synchro Monster,Dragon,1.0,0.8,0.8,True,yugioh
5037,Dragon Ravine,Spell Card,Field,,,,False,yugioh
5038,Justi-Break,Trap Card,Normal,,,,False,yugioh
5039,Magic Cylinder,Trap Card,Normal,,,,False,yugioh
5040,Dark Doriado,Pendulum Effect Monster,Spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
5041,Alien Hunter,Effect Monster,Reptile,0.3333333333333333,0.32,0.32,True,yugioh
5042,Adhesion Trap Hole,Trap Card,Normal,,,,False,yugioh
